doi,type_code,downloads,citation,datarank_value,prob
10.6084/m9.figshare.6789905,3,52,1,1.0150130815429446,0.0018832391713747645
10.6084/m9.figshare.154969,3,58,2,0.9441804894302477,0.003766478342749529
10.6084/m9.figshare.4614973.v1,3,45,1,0.9827290363726656,0.0018832391713747645
10.6084/m9.figshare.95927,3,93,3,0.935062556566927,0.005649717514124294
10.6084/m9.figshare.2656255,3,277,1,0.9729664849029156,0.0018832391713747645
10.6084/m9.figshare.777781,3,19,3,1.004747573420374,0.005649717514124294
10.6084/m9.figshare.156843,3,15,2,0.9441193481520818,0.003766478342749529
10.6084/m9.figshare.157261,3,21,2,0.9540203400744566,0.003766478342749529
10.6084/m9.figshare.94032,3,133,2,0.9441193481520818,0.003766478342749529
10.6084/m9.figshare.4954643.v2,3,20,1,1.0230548463316826,0.0018832391713747645
10.6084/m9.figshare.640095,3,739,1,0.942353237226207,0.0018832391713747645
10.6084/m9.figshare.92819,3,116,2,0.932740335052859,0.003766478342749529
10.6084/m9.figshare.642878,3,35,1,0.9441193481520818,0.0018832391713747645
